__EMPTY,Cliente master,Id cliente,Cliente,Cnpj,Status cliente,Classificação,Time,Cidade do cliente,UF,distancia_postgis_km,Distância em KM,latitude,longitude
670,TRANSCASA,388,TRANSCASA TRANSPORTES E LOGISTICA LTDA,08.516.919/0001-44,Recorrente,GRANDES EMPRESAS,BOORS,Sorocaba,SP,348.00570512563,350,-23.5003451,-47.4582864
636,,912,Transportes Sabadin Ltda,83.310.375/0001-85,,,,Vargeão,SC,336.60687792577,340,-26.861277,-52.1544966
637,,2930,EME FORROCRYL,02.837.834/0001-81,,,,Embu-Guaçu,SP,338.04423582641,340,-23.8317997,-46.8156204
638,,1351,TR Victor,51.174.346/0001-47,,,,Embu-Guaçu,SP,338.04423582641,340,-23.8317997,-46.8156204
639,,5498,Tcom Industria e Comercio de Moveis LTDA,60.890.306/0001-92,Ativo,ROTA DE SUCESSO,BRASTIAS,Iperó,SP,338.10787195073,340,-23.3508977,-47.687611
646,Kona Transportes,2432,Kona Transportes - Itapecerica,39.801.920/0005-78,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Itapecerica da Serra,SP,339.78903531523,340,-23.7176303,-46.8492435
649,Raça Transportes,368,RAÇA TRANSPORTES,63.935.688/0001-11,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Itapecerica da Serra,SP,341.92126553421,350,-23.7176303,-46.8492435
650,TOMASI LOGISTICA LTDA,34,TOMASI LOGISTICA LTDA,03.279.710/0001-90,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Itapecerica da Serra,SP,342.20781995898,350,-23.7176303,-46.8492435
652,,3082,Lakatos Termoformadoras,43.357.193/0001-45,Recorrente,MEDIAS EMPRESAS,LUCAN,Itapecerica da Serra,SP,342.74030462696,350,-23.7176303,-46.8492435
657,,4595,Ulkowski Serviços Administrativos e Transportes LTDA,56.364.681/0001-21,Inativo,ROTA DE SUCESSO,BRASTIAS,Itapecerica da Serra,SP,344.88648302589,350,-23.7176303,-46.8492435
659,,2416,rd comercio e servicos postais,03.135.121/0001-39,,,,Itapecerica da Serra,SP,346.08886605852,350,-23.7176303,-46.8492435
663,Irapuru,693,Irapuru Transportes,88.668.298/0001-53,Ativo,ENTERPRISE,GALAHAD,Itapecerica da Serra,SP,347.3516732664201,350,-23.7176303,-46.8492435
666,,4823,CONTINENTAL BOM DIA DISTRIBUIDORA,05.706.012/0001-50,Inativo,MEDIAS EMPRESAS,GAHERIS,Itapecerica da Serra,SP,347.7169244182,350,-23.7176303,-46.8492435
651,,3525,Transportadora NSA Ltda ME,13.649.705/0001-86,Ativo,MEDIAS EMPRESAS,PERCIVAL,Cotia,SP,342.38000387042,350,-23.603889,-46.918889
656,,422,ARMAC LOCAÇÃO LOGÍSTICA E SERVIÇOS S.A.,00.242.184/0001-04,Recorrente,GRANDES EMPRESAS,BOORS,Cotia,SP,344.31299580484,350,-23.603889,-46.918889
690,,1002,VERISSIMO LOGISTICA EIRELI,01.142.882/0001-92,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
691,,1937,Indusbelle,07.878.124/0001-13,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
692,,4960,Lerose Transportes,57.801.080/0001-00,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
693,,5551,VINCOLOG,26.970.847/0001-92,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
694,,4431,transjireh transportes ltda,09.163.329/0001-48,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
695,,985,Jcferreira Paisagismo,22.689.161/0001-77,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
696,,2528,TransLerose,25.077.871/0001-34,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
697,,3146,LOGMAX SOLUÇOES LOGISTICAS,23.318.026/0001-88,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
698,,5070,NEW AGENCY PRODUCOES ARTISTICAS LTDA,03.008.835/0001-86,,,,Cotia,SP,352.68487000979,360,-23.603889,-46.918889
700,,4256,NASSAU INDUSTRIA DE DEFESA LTDA,18.938.376/0001-07,Inativo,MEDIAS EMPRESAS,BEDIVERE,Cotia,SP,353.37805248184,360,-23.603889,-46.918889
704,,3544,Doxs logística,10.329.139/0001-37,Inativo,MEDIAS EMPRESAS,BEDIVERE,Cotia,SP,354.0835100457199,360,-23.603889,-46.918889
707,,5644,Gerson & Grey Mobility,07.768.031/0001-36,Ativo,ROTA DE SUCESSO,BRASTIAS,Cotia,SP,354.57716279702,360,-23.603889,-46.918889
709,,3610,Zeus Transportes,23.194.386/0001-15,Churn,ROTA DE SUCESSO,LEODAGAN,Cotia,SP,354.71382205729,360,-23.603889,-46.918889
710,,4648,Semitrans Transporte e Armazenagem Ltda,10.309.560/0001-86,Ativo,ROTA DE SUCESSO,HECTOR,Cotia,SP,354.73917993084,360,-23.603889,-46.918889
654,N&LOG TRANSPORTES E LOGISTICA LTDA,1135,N&LOG TRANSPORTES E LOGISTICA LTDA,36.449.970/0001-16,Inativo,GRANDES EMPRESAS,GAWAIN,Mairinque,SP,344.07305383715,350,-23.5401247,-47.1846323
655,,3305,MegaG Alimentos,19.043.440/0002-35,Ativo,GRANDES EMPRESAS,YVAIN,Vargem Grande Paulista,SP,344.15750646896,350,-23.599338,-47.022038
664,,2935,Armac Locação Logística e Serviços S.A,00.242.184/0007-91,,,,Vargem Grande Paulista,SP,347.35989049803,350,-23.599338,-47.022038
665,,4070,LOGISTICA NACIONAL,30.205.014/0001-02,Inativo,ROTA DE SUCESSO,LEODAGAN,Vargem Grande Paulista,SP,347.35989049803,350,-23.599338,-47.022038
667,TRANSPORTADORA REAL 94,2292,Transportadora Real 94,00.367.894/0004-03,Recorrente,GRANDES EMPRESAS,BOORS,Vargem Grande Paulista,SP,347.77403679748,350,-23.599338,-47.022038
668,,3497,Teconlog Soluções Logísticas LTDA,22.027.337/0001-25,Churn,MEDIAS EMPRESAS,LUCAN,Vargem Grande Paulista,SP,347.8993522923,350,-23.599338,-47.022038
660,,2812,AGRITUDE transportes,27.075.602/0001-64,,,,Congonhinhas,PR,346.54718433077,350,-23.5497241,-50.5520182
661,,1509,COMANDO DIESEL TRANSPORTE E LOGISTICA LTDA,08.588.911/0007-89,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Boituva,SP,346.70019153989,350,-23.2838893,-47.6738231
673,GRUPO PETRÓPOLIS,1566,GPSA - CD BOITUVA,73.410.326/0001-60-0050,Churn,,MERLIN,Boituva,SP,349.0620776944,350,-23.2838893,-47.6738231
674,,5891,BGA Distribuição e Logistica,60.761.251/0001-10,,,,Boituva,SP,349.09411480782,350,-23.2838893,-47.6738231
675,,1687,PETRÓPOLIS - FÁBRICA BOITUVA,73.410.326/0086-50,,,,Boituva,SP,349.09411480782,350,-23.2838893,-47.6738231
671,,3644,Vaz Mix Concreto LTDA,22.398.359/0001-00,,,,São Roque,SP,348.16386692591,350,-23.5304843,-47.1355473
672,,5507,GV LOGISTICA E PRESTACAO DE SERVICOS LTDA,34.063.375/0002-01,,,,São Roque,SP,348.16386692591,350,-23.5304843,-47.1355473
676,,1121,Xslog,46.305.160/0001-40,,,,Praia Grande,SP,349.30723282441,350,-24.008979,-46.4144939
677,,4832,TUNALOG (SOLAIA),24.635.414/0001-55,Recorrente,MEDIAS EMPRESAS,LUCAN,Embu das Artes,SP,349.45717846152,350,-23.6495294,-46.8528497
679,,3611,PMLOG TRANSPORTES,03.083.899/0001-41,Recorrente,MEDIAS EMPRESAS,LUCAN,Embu das Artes,SP,349.90363343485,350,-23.6495294,-46.8528497
681,GIOVANELLA,68,PARADISO GIOVANELLA TRANSPORTES LTDA - MATRIZ,68.979.111/0001-25,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Embu das Artes,SP,350.45033163684,360,-23.6495294,-46.8528497
682,,749,BAHLOG LTDA,73.926.040/0001-32,Churn,MEDIAS EMPRESAS,GAHERIS,Embu das Artes,SP,350.75137501783,360,-23.6495294,-46.8528497
683,,5913,TD TRANSPORTES,24.400.089/0001-41,Ativo,ROTA DE SUCESSO,LEODAGAN,Embu das Artes,SP,350.94436437756,360,-23.6495294,-46.8528497
684,,3731,EBB TRANSPORTES LTDA,25.175.839/0001-91,Inativo,ROTA DE SUCESSO,LEODAGAN,Embu das Artes,SP,351.09082857064,360,-23.6495294,-46.8528497
687,,3243,Frt metais,21.791.902/0001-63,,,,Embu das Artes,SP,352.02188720446,360,-23.6495294,-46.8528497
688,TECMAR,2779,TECMAR - ITAJAÍ,01.610.798/00011-56,,ENTERPRISE,GALAHAD,Embu das Artes,SP,352.02188720446,360,-23.6495294,-46.8528497
689,GIOVANELLA,350,PARADISO GIOVANELLA TRANSPORTES LTDA,68.979.111/0005-59,Churn,,,Embu das Artes,SP,352.02188720446,360,-23.6495294,-46.8528497
701,,401,SEQUOIA LOGISTICA E TRANSPORTES S.A,01.599.101/0001-93,Churn,GRANDES EMPRESAS,YVAIN,Embu das Artes,SP,353.5461117272,360,-23.6495294,-46.8528497
702,IMEDIATO NEXWAY,643,IMEDIATO - CD EMBU,49.151.483/0012-77,Ativo,ENTERPRISE,GALAHAD,Embu das Artes,SP,353.77513970369,360,-23.6495294,-46.8528497
678,,487,TRANSPORTADORA PANNAN,00.591.531/0001-04,Ativo,MEDIAS EMPRESAS,LANCELOT,Embu,SP,349.76136991493,350,-23.6495294,-46.8528497
680,,5019,Menegazzo (Avaré),56.815.244/0001-87,Ativo,ROTA DE SUCESSO,BRASTIAS,Avaré,SP,350.23409632698,360,-23.1045215,-48.9259103
685,,2531,Moro transportes,29.227.079/0001-70,,,,Santo Antônio da Platina,PR,351.39177844713,360,-23.2957157,-50.0778957
686,Vantroba,4696,TOPVAN TRANSPORTE,06.232.585/0001-51,Ativo,GRANDES EMPRESAS,BOORS,Itu,SP,351.7765102693,360,-23.2637798,-47.2998462
708,,4699,Master Cargas Brasil,03.537.589/0012-02,Ativo,ROTA DE SUCESSO,HECTOR,Itu,SP,354.6887820673,360,-23.2637798,-47.2998462
714,Ambipar,3750,AMBIPAR ENVIRONMENTAL SOLUTIONS - SOLUCOES AMBIENTAIS LTDA,00.679.427/0015-63,Inativo,ENTERPRISE,GALAHAD,Itu,SP,356.19624214016,360,-23.2637798,-47.2998462
749,,4477,FRIGORÍFICO ANGELELLI LTDA,44.802.528/0001-50,Inativo,ROTA DE SUCESSO,BRASTIAS,Itu,SP,359.23798129107,360,-23.2637798,-47.2998462
882,,1061,CARLA TAMASCO DE ANDRADE LOCACAO DE VEICULO,26.573.400/0001-80,Churn,MEDIAS EMPRESAS,LUCAN,Itu,SP,364.66551833806,370,-23.2637798,-47.2998462
928,,2744,DOUBLE S LOGISTICA LTDA,35.962.697/0001-66,Recorrente,MEDIAS EMPRESAS,LUCAN,Itu,SP,365.89334837245,370,-23.2637798,-47.2998462
929,,4432,JCE TRANSPORTES,08.966.240/0001-57,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Itu,SP,365.95086003654,370,-23.2637798,-47.2998462
931,,1935,ONTIME LOGISTICA E FACILITIES,23.110.304/0001-07,Inativo,MEDIAS EMPRESAS,GAHERIS,Itu,SP,366.08933280976,370,-23.2637798,-47.2998462
941,,1723,GRUPO VOCICAL,03.924.235/0001-68,Recorrente,MEDIAS EMPRESAS,LUCAN,Itu,SP,366.74347866001,370,-23.2637798,-47.2998462
946,,5861,JMNAB Transportes,32.722.170/0001-76,,,,Itu,SP,367.0056996522,370,-23.2637798,-47.2998462
947,,1689,TOP TRANSPORTES RODOVIÁRIOS EIRELI,06232585000151,,,,Itu,SP,367.0056996522,370,-23.2637798,-47.2998462
948,Vantroba,1742,TRANSPORTADORA VANTROBA LTDA - ARAUCÁRIA-PR,78.147.105/0016-42,,GRANDES EMPRESAS,BOORS,Itu,SP,367.0056996522,370,-23.2637798,-47.2998462
949,,3051,Massela Material para construção,50.234.913/0001-40,,,,Itu,SP,367.0056996522,370,-23.2637798,-47.2998462
699,,2309,SHARKLOG LOGISTICA INTEGRADA LTDA,09.136.240/0001-92,Ativo,MEDIAS EMPRESAS,LAMORAK,São Vicente,SP,353.26730526647,360,-23.9664177,-46.3861401
703,,482,TRANSPORTES LUCHTENBERG,37.685.876/0001-29,Churn,MEDIAS EMPRESAS,LANCELOT,São Vicente,SP,353.86082685783,360,-23.9664177,-46.3861401
705,,3737,Programe Transportes,29.072.328/0001-03,,,,São Vicente,SP,354.32065723447,360,-23.9664177,-46.3861401
706,,3204,Transportadora Di Pardo LTDA,17.066.433/0001-42,,,,São Vicente,SP,354.32065723447,360,-23.9664177,-46.3861401
711,,4633,CGM Logística LTDA,15.726.397/0001-70,Ativo,MEDIAS EMPRESAS,LANCELOT,São Vicente,SP,354.92875494374,360,-23.9664177,-46.3861401
712,,1479,TRANS MACHADO,10.016.370/0001-70,Inativo,MEDIAS EMPRESAS,LANCELOT,Xanxerê,SC,356.12013334228,360,-26.8748603,-52.4035964
799,B.L.B. TRANSPORTES LTDA (SEMENTES BORTOLUZZI),1971,B.L.B. TRANSPORTES LTDA (SEMENTES BORTOLUZZI),19.333.351/0001-42,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Xanxerê,SC,360.79706444343,370,-26.8748603,-52.4035964
713,,4821,MMR Transportes,16.491.518/0001-05,Recorrente,MEDIAS EMPRESAS,LUCAN,Cubatão,SP,356.13114419749,360,-23.8842077,-46.4213061
715,TAIPASTUR TRANSPORTES TURISTICOS,659,TAIPASTUR TRANSPORTES - LITORAL,58.673.450/0006-30,Churn,GRANDES EMPRESAS,GAWAIN,Cubatão,SP,356.37417518225,360,-23.8842077,-46.4213061
716,OPERAÇÕES AMBEV - LOG 20,4642,LOG 20 LOGÍSTICA - CD LITORAL,13.631.347/0020-47,Recorrente,GRANDES EMPRESAS,YVAIN,Cubatão,SP,356.37782985963,360,-23.8842077,-46.4213061
725,IC TRANSPORTES,200,IC transportes,23.456.300/0000-22,Churn,ENTERPRISE,GALAHAD,Cubatão,SP,357.99874609312,360,-23.8842077,-46.4213061
726,,3299,Enzo Logística e Transportes,31.597.518/0001-88,,,,Cubatão,SP,357.99874609312,360,-23.8842077,-46.4213061
727,,2383,RMCARGO TRANSPORTE E LOGISTICA LTDA,19.238.174/0001-15,,,,Cubatão,SP,357.99874609312,360,-23.8842077,-46.4213061
734,,5734,MPLOG,44.369.664/0001-06,Ativo,ROTA DE SUCESSO,BRASTIAS,Cubatão,SP,358.43948656138,360,-23.8842077,-46.4213061
753,,2467,AGILINK TRANSPORTE RODOVIÁRIO,24.960.415/0001-75,Inativo,MEDIAS EMPRESAS,LAMORAK,Cubatão,SP,359.37736257181,360,-23.8842077,-46.4213061
794,JANGAZ LOGISTICA LTDA,3470,JANGAZ LOGISTICA LTDA (OTIMA CUBATAO),28.161.235/0001-01,Inativo,MEDIAS EMPRESAS,PERCIVAL,Cubatão,SP,360.73177826319,370,-23.8842077,-46.4213061
838,TECMAR,2781,TECMAR - Cubatão,01.610.798/00017-56,Recorrente,ENTERPRISE,GALAHAD,Cubatão,SP,363.26682777531,370,-23.8842077,-46.4213061
876,UNITRADING LOGISTICA IMPORTAçãO E EXPORTAçãO LTDA,3635,Unitrading Logistica Importação e Exportação LTDA,21.425.093/0001-76,Recorrente,MEDIAS EMPRESAS,LUCAN,Cubatão,SP,364.12444286925,370,-23.8842077,-46.4213061
886,TRANSPANORAMA,2144,TRANSPANORAMA - Mellyssa Sales,01.937.440/0009-78,Churn,GRANDES EMPRESAS,YVAIN,Cubatão,SP,365.13027454806,370,-23.8842077,-46.4213061
717,Floresta VD Distribuidora de Cosméticos LTDA,4211,ITAPEVI - Floresta de Itapevi Prods. Nats. LTDA,01.145.660/0001-23,,MEDIAS EMPRESAS,BEDIVERE,Itapevi,SP,356.93713225923,360,-23.54888,-46.933889
718,Floresta VD Distribuidora de Cosméticos LTDA,4320,ER ITAPEVI  - Floresta VD Distribuidora de Cosméticos LTDA,15.428.894/0006-05,Inativo,MEDIAS EMPRESAS,BEDIVERE,Itapevi,SP,356.93713225923,360,-23.54888,-46.933889
719,Floresta VD Distribuidora de Cosméticos LTDA,4203,QDB WEST - Floresta de Barueri Prods. Nats. LTDA,15428894000605,,MEDIAS EMPRESAS,BEDIVERE,Itapevi,SP,356.93713225923,360,-23.54888,-46.933889
720,,2384,Risatec Distribuidora de Ferro e Aço,08.493.442/0001-29,Churn,MEDIAS EMPRESAS,LUCAN,Itapevi,SP,356.95233602429,360,-23.54888,-46.933889
731,,2415,CACAU SHOW,61.472.205/0001-64,Inativo,MEDIAS EMPRESAS,LUCAN,Itapevi,SP,358.23279418294,360,-23.54888,-46.933889
738,,5163,B4A SERVIÇOS DE TECNOLOGIA COMERCIO S.A,13.475.001/0001-34,Ativo,ROTA DE SUCESSO,BRASTIAS,Itapevi,SP,358.63028375047,360,-23.54888,-46.933889
747,,5476,Logmed Soluções Logisticas,09.303.268/0001-77,Ativo,ROTA DE SUCESSO,BRASTIAS,Itapevi,SP,359.19328023734,360,-23.54888,-46.933889
772,Floresta VD Distribuidora de Cosméticos LTDA,3505,HUB - Floresta VD Distribuidora de Cosméticos LTDA,15.428.894/0001-92,Churn,MEDIAS EMPRESAS,BEDIVERE,Itapevi,SP,360.02869214688,370,-23.54888,-46.933889
721,GRUPO PETRÓPOLIS,1647,GPSA - CD INTERLAGOS,73.410.326/0001-60-0131,Churn,,MERLIN,São Paulo,SP,357.11171548125,360,-23.5506507,-46.6333824
722,"MARSHIPPING INTERNATIONAL CO., LTD",1304,"MARSHIPPING INTERNATIONAL CO., LTD",13.445.356/0001-80,Recorrente,MEDIAS EMPRESAS,LUCAN,São Paulo,SP,357.38209749685,360,-23.5506507,-46.6333824
729,,3317,Votorantim Cimentos,01.637.895/0001-32,Inativo,ROTA DE SUCESSO,BRASTIAS,São Paulo,SP,358.15295353025,360,-23.5506507,-46.6333824
740,CONCREBASE SERVIçOS DE CONCRETAGEM LTDA,2307,Concrebase Serviços de Concretagem Ltda,55.204.002/0001-94,Recorrente,GRANDES EMPRESAS,SAGRAMORE,São Paulo,SP,358.64580694008,360,-23.5506507,-46.6333824
756,,4078,JG COMERCIO E DISTRIBUICAO LTDA,57.970.933/0001-29,Recorrente,MEDIAS EMPRESAS,LANCELOT,São Paulo,SP,359.53485206528,360,-23.5506507,-46.6333824
770,CONCRESERV SUDESTE S/A,5654,SANTO AMARO - CONCRESERV SUDESTE S/A.,10.267.561/0005-39,Ativo,GRANDES EMPRESAS,GAWAIN,São Paulo,SP,359.73247211048,360,-23.5506507,-46.6333824
771,,4410,AJR MOVIMENTANDO EVENTOS,36.162.310/0001-50,Inativo,ROTA DE SUCESSO,LEODAGAN,São Paulo,SP,360.0130671648,370,-23.5506507,-46.6333824
788,,1201,SMARTBOX DISTRIBUIDORA,43.393.425/0001-10,Inativo,MEDIAS EMPRESAS,LUCAN,São Paulo,SP,360.5749552138,370,-23.5506507,-46.6333824
824,,3239,Grupo Sul News,16.587.380/0001-42,Ativo,MEDIAS EMPRESAS,LUCAN,São Paulo,SP,362.86873672943,370,-23.5506507,-46.6333824
837,,4146,UNIX LOGISTICA E TRANSPORTES LTDA,17.326.255/0001-41,Inativo,ROTA DE SUCESSO,LEODAGAN,São Paulo,SP,363.13708311459,370,-23.5506507,-46.6333824
844,,1047,Casa Assistencial Maria Helena Paulina,69.107.142/0001-59,Ativo,MEDIAS EMPRESAS,BEDIVERE,São Paulo,SP,363.54743804796,370,-23.5506507,-46.6333824
874,,4334,RFA TRANSPORTE E LOGÍSTICA,23.027.630/0001-55,Inativo,ROTA DE SUCESSO,LEODAGAN,São Paulo,SP,363.90902968435,370,-23.5506507,-46.6333824
875,,1453,Loggica Cargas Ltda,31.693.555/0001-90,Churn,MEDIAS EMPRESAS,LAMORAK,São Paulo,SP,364.0229495381899,370,-23.5506507,-46.6333824
887,MOVECTA S.A,4177,MOVECTA NEO,58.317.751/0004-69,Inativo,GRANDES EMPRESAS,YVAIN,São Paulo,SP,365.22192276933,370,-23.5506507,-46.6333824
888,,5459,DOOR TO DOOR DISTRIBUIÇÃO E COURRIER,07.684.771/0001-94,Ativo,ROTA DE SUCESSO,HECTOR,São Paulo,SP,365.56776443607,370,-23.5506507,-46.6333824
938,,3476,Construir Vila Olímpia,43.157.361/0001-59,Inativo,MEDIAS EMPRESAS,BEDIVERE,São Paulo,SP,366.53400206698,370,-23.5506507,-46.6333824
944,COMERCIAL ORLANDI LTDA,4120,Comercial Orlandi Ltda.,53.561.619/0001-31,Inativo,MEDIAS EMPRESAS,BEDIVERE,São Paulo,SP,366.89707057023,370,-23.5506507,-46.6333824
968,GRUPO PETRÓPOLIS,1549,GPSA - CD VILA LEOPOLDINA,73.410.326/0001-60-0033,Churn,,MERLIN,São Paulo,SP,367.58207080696,370,-23.5506507,-46.6333824
970,,1779,LOGDEL SERVICOS LOGISTICOS LTDA,51.973.866/0001-10,Falência,MEDIAS EMPRESAS,GAHERIS,São Paulo,SP,367.82528581021,370,-23.5506507,-46.6333824
975,,4600,Flower Club,40.021.718/0001-89,Inativo,ROTA DE SUCESSO,BRASTIAS,São Paulo,SP,368.2236428397,370,-23.5506507,-46.6333824
976,,666,MAXITRANS TRANSPORTES & LOGISTICA INTERNACIONAL LTDA,05.487.500/0001-13,Ativo,MEDIAS EMPRESAS,BEDIVERE,São Paulo,SP,368.23341176437,370,-23.5506507,-46.6333824
977,,4019,MAJUBA BABY,51.994.971/0001-35,Inativo,ROTA DE SUCESSO,BRASTIAS,São Paulo,SP,368.27550433562,370,-23.5506507,-46.6333824
981,,1717,Murici Transportes e Logística LTDA ME,24.657.266/0001-70,Recorrente,GRANDES EMPRESAS,YVAIN,São Paulo,SP,368.47870252911,370,-23.5506507,-46.6333824
982,,1259,POLIMIX CONCRETO LTDA,29.067.113/0001-96,Inativo,GRANDES EMPRESAS,SAGRAMORE,São Paulo,SP,368.49871026864,370,-23.5506507,-46.6333824
992,,3752,Thataed Transportes,49.877.279/0001-85,Inativo,MEDIAS EMPRESAS,PERCIVAL,São Paulo,SP,368.98451857134,370,-23.5506507,-46.6333824
993,,2148,RZA ENGENHARIA,47.260.190/0001-40,Ativo,MEDIAS EMPRESAS,GAHERIS,São Paulo,SP,369.05346640374,370,-23.5506507,-46.6333824
995,,4036,DA HORTA PRA PORTA,31.063.678/0001-47,Inativo,MEDIAS EMPRESAS,LUCAN,São Paulo,SP,369.23670471773,370,-23.5506507,-46.6333824
999,,3976,JJ Alimentos,54.388.509/0001-82,Recorrente,MEDIAS EMPRESAS,PERCIVAL,São Paulo,SP,369.63805005018,370,-23.5506507,-46.6333824
723,,3438,Eco Rapido Transportes Ltda,00.083.682/0007-39,Ativo,MEDIAS EMPRESAS,LAMORAK,São Bernardo do Campo,SP,357.8385899327,360,-23.7080345,-46.5506747
724,,4060,BRC LOGISTICA E SERVIÇO,04.986.398/0001-38,Ativo,ROTA DE SUCESSO,BRASTIAS,São Bernardo do Campo,SP,357.8385899327,360,-23.7080345,-46.5506747
744,,2075,INOVA TRANSPORTE E LOGISTICA LTDA.,12.303.911/0001-77,Churn,GRANDES EMPRESAS,YVAIN,São Bernardo do Campo,SP,358.84667511974,360,-23.7080345,-46.5506747
746,,2176,TRANSPORTES BORELLI LTDA,58.525.197/0001-62,Inativo,GRANDES EMPRESAS,SAGRAMORE,São Bernardo do Campo,SP,359.0965709079,360,-23.7080345,-46.5506747
755,,2548,TQUIM TRANSPORTES LTDA,44.689.768/0001-90,Recorrente,GRANDES EMPRESAS,CONSTANTINE,São Bernardo do Campo,SP,359.49201375463,360,-23.7080345,-46.5506747
773,,3664,Oggi Sorvetes,01.621.399/0001-90,Ativo,MEDIAS EMPRESAS,LANCELOT,São Bernardo do Campo,SP,360.05186214665,370,-23.7080345,-46.5506747
775,,1361,FTI LOGISTICA,08.382.348/0001-00,Recorrente,MEDIAS EMPRESAS,PERCIVAL,São Bernardo do Campo,SP,360.13732014915,370,-23.7080345,-46.5506747
778,,2305,DK SOLUCOES LOGISTICAS S.A.,14.204.584/0001-21,Inativo,MEDIAS EMPRESAS,BEDIVERE,São Bernardo do Campo,SP,360.20058920147,370,-23.7080345,-46.5506747
780,,3870,Buckler group,50.982.431/0001-79,Recorrente,MEDIAS EMPRESAS,BEDIVERE,São Bernardo do Campo,SP,360.27864216038,370,-23.7080345,-46.5506747
787,,975,TB GREEN TRANSPORTES,40.030.460/0002-68,Ativo,GRANDES EMPRESAS,SAGRAMORE,São Bernardo do Campo,SP,360.56234944109,370,-23.7080345,-46.5506747
795,,780,Videira Transportes Rodoviários Ltda.,52.611.183/0001-85,Ativo,GRANDES EMPRESAS,CONSTANTINE,São Bernardo do Campo,SP,360.74456003052,370,-23.7080345,-46.5506747
823,,989,Trans Santos,12.092.864/0001-60,Churn,MEDIAS EMPRESAS,LAMORAK,São Bernardo do Campo,SP,362.57486853751,370,-23.7080345,-46.5506747
845,,5574,Gallog Transportadora,60.579.705/0001-37,Ativo,ROTA DE SUCESSO,LEODAGAN,São Bernardo do Campo,SP,363.62611630158,370,-23.7080345,-46.5506747
846,,5479,J&S Transportes ABC ltda,20.981.347/0001-70,Ativo,ROTA DE SUCESSO,LEODAGAN,São Bernardo do Campo,SP,363.74125605727,370,-23.7080345,-46.5506747
873,GRUPO PETRÓPOLIS,1606,GPSA - CD SÃO BERNARDO,73.410.326/0001-60-0090,Churn,,MERLIN,São Bernardo do Campo,SP,363.8599175096,370,-23.7080345,-46.5506747
905,,1046,Cruz Edison Candido,45.269.756/0001-79,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
906,,894,Translevi Transportes,12.538.620/0001-68,Churn,MEDIAS EMPRESAS,LUCAN,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
907,,1776,Jts transporte,26.170.205/0001-09,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
908,,5849,Sitrex Sistema Internacional De Transporte Rodoviario Expresso,15.537.157/0001-28,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
909,,774,Gomes Brasil Soluções Logísticas,13.061.941/0001-87,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
910,,2020,Prado transportes,35.367.836/0001-03,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
911,,2393,Ibravir,59.122.663/0001-21,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
912,,2487,Assisty Transportes e Logística Ltda,20.497.307/0001-57,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
913,,2533,Sky Blue Transportes e Locações LTDA,15.461.617/0001-81,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
914,,3183,Martinx transportes,44.672.906/0001-28,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
915,,3232,CBL logística,11.385.227/0001-19,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
916,,3330,Heber Transportadora LTDA,02.564.963/0001-43,Churn,ROTA DE SUCESSO,LEODAGAN,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
917,,3342,DFL TRANSFERENCIA DE CARGAS LTDA,11.591.040/0001-71,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
918,,3528,Finotti Logistica e Transporte Ltda,08.538.367/0001-75,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
919,,3922,Trans New ABC Transportadora Ltda.,59.358.770/0001-53,,,,São Bernardo do Campo,SP,365.86172787645,370,-23.7080345,-46.5506747
